last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
54:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,47,,,,United States,US,California,US-CA,Monterey,US-CA-053,,32,,,"Building 700 McCain Street, Monterey (Restricted Access)",L2002026,P,36.5926412,-121.8532491,1/2/15,15:00:00,obsr367545,S21149732,Traveling,P22,EBIRD,30,1.609,NA,1,1,,0,1,0,,,1,NA,NA,Flock of 40 birds passed overhead,TRUE
47:49.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,Monterey,US-CA-053,,NA,,,"Pt. Pinos--general (main list for Crespi, seawatch, cypresses etc)",L374642,H,36.6368817,-121.933549,4/23/17,12:15:00,obsr381848,S36212213,Traveling,P22,EBIRD,60,0.805,NA,1,1,,0,1,0,,Includes sightings at the pond.,1,NA,NA,Large flock flying overhead.,TRUE
34:20.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,,United States,US,California,US-CA,Orange,US-CA-059,,32,,,Sea Terrace Community Park,L2075004,H,33.4777375,-117.7170897,4/14/18,8:35:00,obsr293612,S44571900,Traveling,P22,EBIRD,265,2.414,NA,1,1,,1,1,0,,"Clear, warm 65F-75F light breeze",1,NA,NA,one flock of ten flyover,TRUE
14:38.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,San Diego,US-CA-073,,32,,,"Yard-Leucadia Blvd, Encinitas, CA",L2381156,P,33.064565,-117.299277,8/12/15,8:19:00,obsr48028,S24588191,Incidental,P20,EBIRD,NA,NA,NA,1,0,,0,1,0,,"<br />Submitted from eBird for iOS, version 1.0.0 Build 2",1,NA,NA,Most in one flock in flight,TRUE
30:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Diego,US-CA-073,,32,,,Cottonwood Creek Park--upper,L563989,H,33.0496536,-117.2915196,9/30/17,7:30:00,obsr295607,S39474340,Traveling,P22,EBIRD,58,1.77,NA,1,1,,0,1,0,,,1,NA,NA,All very high flying birds. Odd.,TRUE
00:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,San Francisco,US-CA-075,,NA,,,Fort Mason Park,L389606,H,37.8051812,-122.4285507,2/16/15,7:45:00,obsr546572,S21913264,Traveling,P22,EBIRD,90,1.609,NA,2,1,,0,1,0,,,1,NA,NA,flyover flock,TRUE
14:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,125,,,,United States,US,California,US-CA,San Francisco,US-CA-075,,NA,,,Presidio--Battery Godfrey,L999240,H,37.8037613,-122.4774715,4/17/16,6:36:00,obsr546572,S29012490,Stationary,P21,EBIRD,150,NA,NA,4,1,,0,1,1,,"with Bonnie, Hugh, and Paul",1,NA,NA,flocks of 15 to 30 were consistent in flying over throughout my time there,TRUE
57:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,San Simeon Creek mouth,L596154,P,35.5961385,-121.1268961,7/23/15,7:13:00,obsr38892,S24359539,Traveling,P22,EBIRD,59,0.322,NA,1,1,,0,1,0,,"100% overcast, 60's, wind 1 to 3 mph.  Birded Washburn parking area; then boardwalk down to beach; birding along lagoon and walked out to shore to check out gulls.  Scoped near shore waters but saw only a few species. Submitted from  BirdLog NA for Android v1.9.6",1,NA,NA,in parking area eating seed put down by someone.  they flew away in direction of campground,TRUE
44:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,SLO/Quintana Rd./Chorro Flats,L858646,P,35.3628498,-120.819287,10/6/16,7:17:00,obsr38892,S31923269,Traveling,P22,EBIRD,46,0.402,NA,1,1,,0,1,0,,"Clear, 58 F. wind 4 -7 mph  Parking in the pullout and birded up and down the road from there. There is water close to the road. Submitted from eBird Android 1.2.5",1,NA,NA,counted large group flying and added birds seen on wires.,TRUE
02:42.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos Pier,L955267,H,35.4478436,-120.9069453,3/21/17,9:54:00,obsr7509,S35336180,Traveling,P22,EBIRD,30,0.322,NA,1,1,,0,1,0,,"100% cloud cover, 1-3 mph wind, 59*F; I parked by the restroom at the base of the pier and walked to the end and back with my binoculars.",1,NA,NA,flock of 14 in flight,TRUE
17:01.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,32,,,Morro Bay SP--Black Hill,L477277,H,35.3586062,-120.8316064,10/5/17,7:26:00,obsr38892,S39572051,Traveling,P22,EBIRD,108,0.805,NA,1,1,,0,1,0,,"Clear, 60's to 70 F, wind  8 to  13 mph.  Started at entrance at Las Tunas and birded up toward the golf course; crossed the road and birded a trail there for a short way.Submitted from eBird Android 1.2.5",1,NA,NA,several groups; all flying,TRUE
18:48.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,32,,,Morro Bay SP--Black Hill,L477277,H,35.3586062,-120.8316064,8/12/18,9:17:00,obsr7509,S47812755,Traveling,P22,EBIRD,42,1.078,NA,1,1,,0,1,0,,"50% high thin clouds, 1-3 mph wind, 64*F; I parked on La Loma Ave and walked the trail into the park that starts at the east end of Las Tunas. from there I meandered along the trail first to the east and then uphill to the west. I cross the dirt utility pole access trail and walked up the hill to just short of the Monterey cypress grove where I turned right and headed back down another trail that led back to the utility access. There I turned left and walked to the gate onto La Loma Ave and then downhill to the car. The eBird android phone app calculated the total distance traveled at 0.67 miles. As my route was essentially counter-clockwise loop I used that distance.",1,NA,NA,one flock in flight,TRUE
38:12.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,76,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,4/17/15,12:33:00,obsr287486,S22911982,Traveling,P22,EBIRD,41,1.609,NA,1,1,,0,1,0,,"<br />Submitted from BirdLog NA for iOS, version 1.8",1,NA,NA,The majority of this count was a huge flock flying over head in a field adjacent to the creek mouth.,TRUE
52:20.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pillar Point Harbor,L242192,H,37.4975376,-122.4906063,3/17/16,12:35:00,obsr287486,S28371748,Traveling,P22,EBIRD,57,1.915,NA,1,1,,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",1,NA,NA,Estimate of large flock that flew over,TRUE
42:11.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,US-CA_194,32,,,Goleta Beach County Park,L375164,H,34.4171771,-119.829812,4/21/18,7:52:00,obsr196748,S44794680,Traveling,P22,EBIRD,40,1.027,NA,1,1,,0,1,0,,Tried again at 1:30 pm for the LBHE without success.,1,NA,NA,Fly over flock,TRUE
10:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,,32,,,Arroyo Quemada,L6240436,H,34.4687784,-120.1125062,5/17/18,17:50:00,obsr251355,S45782969,Traveling,P22,EBIRD,35,1.609,NA,1,1,,0,1,0,,,1,NA,NA,One group flying by,TRUE
05:08.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Santa Cruz,US-CA-087,,32,,,New Brighton SB - campground and Tannery Gulch,L349703,P,36.9806679,-121.9334184,4/15/10,7:25:00,obsr90708,S6278134,Traveling,P22,EBIRD,130,2.897,NA,1,1,,0,1,0,,"partly cloud, calm to light wind; 2 female deer in campground",1,NA,NA,1 calling; 6 in flock flying over,TRUE
39:05.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,Santa Cruz,US-CA-087,,32,,,New Brighton SB - campground and Tannery Gulch,L349703,P,36.9806679,-121.9334184,6/15/10,6:12:00,obsr90708,S6544398,Traveling,P22,EBIRD,120,2.897,NA,1,1,,0,1,0,,"100% fog cover to partial clearing, calm",1,NA,NA,"14 flying over in groups of 2, 3 and 9",TRUE
04:08.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,Washington,US-WA,Clallam,US-WA-009,,NA,,,Neah Bay--town and bay only,L6517534,H,48.3666101,-124.6215677,5/10/11,,obsr18326,S8239958,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,0,,"evening walk around town with Ian, Rus & Shannon",1,NA,NA,flock bombed through coast guard station late morning upon arrival,TRUE
48:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,Washington,US-WA,King,US-WA-033,,NA,,,Discovery Park,L128530,H,47.663868,-122.4215317,4/20/18,5:41:00,obsr114791,S44753870,Traveling,P22,EBIRD_PNW,224,10.819,NA,1,1,,0,1,0,,"Beautiful morning, with a nice waterbird movement early. Unfortunate day to not bring my scope. Non-birds: 2 river otters (1 north beach pond, 1 south beach), several very active and vocal sea lions, and a pod of harbor porpoises.",1,NA,NA,Flock flew through south meadow. By far my highest count in the park.,TRUE
36:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,67,,,,United States,US,Washington,US-WA,Whatcom,US-WA-073,,5,,,Point Roberts--Lighthouse Marine Park,L336663,H,48.9722422,-123.0836705,5/20/17,7:20:00,obsr532875,S37032317,Traveling,P22,EBIRD,40,0.6,NA,1,1,,0,1,0,,Entering this list to tally the Collared-dove count,1,NA,NA,"This is the highest number I have seen in Point Roberts. I saw a large flock earlier in the week, but did not count the birds. These birds were counted in flight. I counted very quickly as the birds were flying into and behind the pine trees. I counted 37 in one group, and a second group immediately followed the first, not the same birds. This count could be off by 10% either way.",TRUE
53:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,Canada,CA,British Columbia,CA-BC,Comox-Strathcona,CA-BC-CX,CA-BC_014,5,,,Huband Road,L2634962,P,49.7259757,-124.9923831,8/21/17,6:47:00,obsr482219,S38748415,Stationary,P21,EBIRD_CAN,126,NA,NA,2,1,G2594106,0,1,0,,,1,NA,NA,14 - flyover,TRUE
11:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,22,,,,Canada,CA,British Columbia,CA-BC,Sunshine Coast,CA-BC-SC,CA-BC_025,NA,,,Wilson Creek estuary,L2313567,H,49.4383849,-123.7127495,8/16/14,7:40:00,obsr461976,S19489832,Traveling,P22,EBIRD,420,1,NA,3,1,G978208,0,1,0,,"We were 3 for first 3 hrs.  Incoming tide, then high tidw mid day, and tide started to go down again , and when I left half the mudflats were exposed. Had rained earlier but did not feel any while there. Overcast turning to sunny after lunch",1,NA,NA,"Flying around in small groups all day, once a group of 14 flew around after being spooked",TRUE
27:04.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,60,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,10/27/13,8:00:00,obsr162787,S15506959,Traveling,P22,EBIRD,260,5.23,NA,4,1,G717601,0,1,1,,"Birded North Tongass Hwy area on foot; North Point Higgins school, North Point Higgins Road from Clover Pass resort to Knudsen Cove Road, Knudson Cove Road to Tongass Hwy and back to North Point Higgins Rd, a couple spots on North Tongass Hwy, Whipple Creek mouth, Sunset Drive, and Air Marine Harbor; 0800-1220; Steve Heinl, Will Young, Andy Piston, and Brad Benter.",1,NA,NA,"Most of these collared-doves, 50+, were flying around over Jerry Koerner's house on Higgins Court.",TRUE
50:45.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,NA,,,Hayward Regional Shoreline--Frank's Dump,L526261,H,37.6540967,-122.1544504,10/21/14,7:30:00,obsr439851,S20303087,Traveling,P22,EBIRD,180,4.571,NA,10,1,G1026553,0,1,1,,"Francis (leader), Ken, Sue M, Stan, Betsy, Helen, Maureen, Lana, Doris, Sue S, Karen, Ed, Tracy, Sue O, Mike H, Tom, Diane",1,NA,NA,Flocks flying over area,TRUE
28:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Humboldt,US-CA-023,US-CA_43,5,,,Arcata Marsh and Wildlife Sanctuary,L189487,H,40.857361,-124.094612,3/14/15,8:30:00,obsr19726,S22345938,Traveling,P22,EBIRD,210,2.704,NA,1,1,G1180128,0,1,0,,"Arcata marsh walk.  <br />Submitted from BirdLog World for iOS, version 1.8",1,NA,NA,35 in one flock in flight.,TRUE
08:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,Humboldt,US-CA-023,,5,,,11th St. House,L5419396,P,40.8723772,-124.094578,8/25/17,7:15:00,obsr840872,S38813264,Stationary,P21,EBIRD,75,NA,NA,2,1,G2845918,0,1,0,,"Lots of activity this morning. Overcast, low 50's.",1,NA,NA,Large flock flying over.,TRUE
15:01.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,140,,,,United States,US,California,US-CA,Monterey,US-CA-053,US-CA_142,32,,,Moonglow Dairy,L306035,H,36.8103654,-121.7667337,1/31/15,15:26:00,obsr167174,S21619866,Traveling,P22,EBIRD,26,0.483,NA,2,1,G1130771,0,1,1,,"70° sunny <br />Submitted from BirdLog NA for iOS, version 1.8",1,NA,NA,"50 in one flock in flight, another 50 sitting on cattle pens, and another 40 in flight elsewhere at MGD, so 140 is conservative estimate",TRUE
07:20.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Monterey,US-CA-053,,NA,,,Pacific Grove--yard 282 Grove Acre,L350696,P,36.6252236,-121.9317888,12/23/17,10:00:00,obsr107968,S41277924,Historical,P62,EBIRD,180,NA,NA,2,1,G2805583,0,1,0,,"patchy sun and clouds, very cold; two periods of looking/listening to yard -- 10 to 12 in the morning and 4-5 p.m.",1,NA,NA,odd tight flock in flight toward P.G. ballpark,TRUE
26:00.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,,United States,US,California,US-CA,San Diego,US-CA-073,,32,,,Fort Rosecrans National Cemetery,L241743,H,32.68582,-117.2449932,4/21/16,7:45:00,obsr295607,S29098723,Traveling,P22,EBIRD,75,2.012,NA,2,1,G1714010,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",1,NA,NA,Flyover flock,TRUE
00:24.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Arroyo Grande Creek mouth,L453066,H,35.1001785,-120.6287241,9/5/16,9:07:00,obsr7509,S31434689,Traveling,P22,EBIRD,158,3.219,NA,2,1,G1912328,0,1,0,,"70% cloud cover, calm to 8-12 mph wind at beach, 59*F at start; Tom Edell and Curtis Marantz. We parked at the north end of Creek Road, walked into the dry creek bed of Arroyo Grande Creek, and worked our way down creek. When we reached the horse trail crossing, when continued down creek along the berm on the southern side of the creek. After taking a short detour on a side trail to look at the last pines and peek at the ponded area west of the private house, we continued west along the horse trail to the dunes and then found a route through the dunes to an overlook of the creek mouth lagoon.  The lagoon was restricted to a small portion of the normally flooded area with most of it to the southern end of the historic lagoon. We then headed north through the dunes to the dry creek bed and after crossing the creek walked east along the berm on the north side of the creek bed to the horse trail, crossed the dry creek bed again, and continued east along the south berm to where we parked the cars. The total distance covered was 2.05 miles, with only the horse crossing covered twice.  The walk along the southern berm back to the cars paralleled the initial walk in the creek bed but allowed us to scan the horse facility's fields and was therefore included in the total mileage.  Without adding that mileage, the distance traveled would have been 1.6 miles. Submitted from eBird Android 1.3-beta6",1,NA,NA,Singing; one flock flew our of horse facility,TRUE
35:31.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay WTP,L624843,H,37.4728827,-122.4435282,8/8/14,17:30:00,obsr173455,S19373433,Traveling,P22,EBIRD,24,0.161,NA,2,1,G1554894,0,1,0,,"<br />Submitted from BirdLog NA for iOS, version 1.6.3",1,NA,NA,Flying over in big flock,TRUE
30:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,35,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,,32,,,Guadalupe Pasture (restricted access),L338397,H,34.96336,-120.59375,12/27/15,13:07:00,obsr7509,S26483456,Traveling,P22,EBIRD,128,1.609,NA,2,1,G1516375,0,1,0,,"25 % cloud cover, 4-7 mph NW wind,  55*F; Tom Edell and Maggie Smith participating in the Santa Maria/Guadalupe CBC. We parked at Jack O'Connell park and walked to the waste water plant access road and then cut left along a dirt road behind some farm buildings and continued on along the road separating the agricultural fields from the pasture with cows.  The pasture was partially flooded and the channel along the fence was partially filled with water. We scoped the pasture and pond at the north side of the field as we walked west along the road. Eventually, we turned north along the fence line and then west again to check the two most distant ponds from our starting location.  We back-tracked along the same route. Submitted from eBird Android 1.0.1",1,NA,NA,count of one flock flying in distance,TRUE
06:02.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,38,,,,United States,US,Washington,US-WA,Clallam,US-WA-009,,NA,,,"Helen's Pond, Dungeness",L3809656,H,48.1496,-123.118,6/25/17,6:26:00,obsr640306,S37791388,Traveling,P22,EBIRD,39,0.402,NA,3,1,G2502898,0,1,0,,"Survey of Helen's Pond and adjacent marsh, uplands, and nearby landscaping for North Olympic Salmon Coalition by Olympic Peninsula Audubon Society volunteers (Michael Barry, Gary Bullock, Bob Boekelheide), partly cloudy, 56 degrees at start, Bft 0, visibility 5+ miles.",1,NA,NA,Includes flock of 22 that took off from yard of house along 3 Crabs Rd,TRUE
54:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,14,,,,United States,US,California,US-CA,Marin,US-CA-041,,NA,,,Rodeo Lagoon,L139567,H,37.8304863,-122.5329514,4/20/13,6:50:00,obsr20302,S13815718,Traveling,P22,EBIRD,165,3.219,NA,2,1,G596150,0,1,0,,"30 minute sea watch from Rodeo Beach followed by a circuit of the main lagoon. Wind E, light, sunny, with temperatures rising to 18C.  Mammals seen:  1-2 River Otters in the lagoons and several Harbor Porpoise offshore.",1,NE,NA,2 flew E over the Headlands to the south of the main lagoon and then at 9:30am a flock of 12 flew from the trees around the Fire Station NE,TRUE
20:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,54,F,C1,,United States,US,California,US-CA,Marin,US-CA-041,,NA,,,Rodeo Lagoon,L139567,H,37.8304863,-122.5329514,3/30/18,7:35:00,obsr20302,S44091691,Traveling,P22,EBIRD,145,4.023,NA,1,1,,0,1,1,,"Wind E, light shifting W, hazy sunshine with temperatures rising to 17C/62F.  30 minute sea watch from Rodeo Beach followed by circuit of the main lagoon.  Mammals of note:  3 River Otters in the main lagoon and 1 Harbor Seal offshore.  Another good morning for migrants, including a record flock of Eurasian Collared Doves going over.",1,NW,1,"The spring passage of this species continued in full force today with a record flock of 51 which flew over high NW.  Earlier, a separate flock of 3 dropped in to trees from the SE.  Follows the 12+ seen yesterday.",TRUE
